DATE;YEAR;Train;ID;URL;HQ;AUT_COMM;PLAIN_ML;PLAIN_WO;DEFEN_ML;RQ_JOINT;PCI+;PCI-;RQ_FH_AT;RQ_FH_SP;PVF+;PVF-;RQ_MP_AT;RQ_MP_SP;PPA+;PPA-;CD_JOINT;CD_JO_CF;WIN_SL;WINWIN;DCI+;DCI=;DCI-;CD_FH_AT;CD_FH_SP;DVF+;DVF-;CD_MP_AT;CD_MP_SP;DPA+;DPA-;LP_BI_SL_b;LP_BI_JN_b;LP_BI_SL;LP_BI_JN;LP_BI_b;LP_BI;LP_PE_SL_b;LP_PE_JN_b;LP_PE_SL;LP_PE_JN;LP_PE_b;LP_PE;LP_RA_SL_b;LP_RA_JN_b;LP_RA_SL;LP_RA_JN;LP_RA_b;LP_RA;LP_RJ_SL_b;LP_RJ_JN_b;LP_RJ_SL;LP_RJ_JN;LP_RJ_b;LP_RJ;FT_RP_SL_b;FT_RP_JN_b;FT_RP_SL;FT_RP_JN;FT_RP_b;FT_RP;FT_CW_SL_b;FT_CW_JN_b;FT_CW_SL;FT_CW_JN;FT_CW_b;FT_CW;FT_CC_SL_b;FT_CC_JN_b;FT_CC_SL;FT_CC_JN;FT_CC_b;FT_CC;FT_CR_SL_b;FT_CR_JN_b;FT_CR_SL;FT_CR_JN;FT_CR_b;FT_CR;FT_RA_SL_b;FT_RA_JN_b;FT_RA_SL;FT_RA_JN;FT_RA_b;FT_RA;FT_RD_SL_b;FT_RD_JN_b;FT_RD_SL;FT_RD_JN;FT_RD_b;FT_RD;FT_PD_SL_b;FT_PD_JN_b;FT_PD_SL;FT_PD_JN;FT_PD_b;FT_PD;FT_AG_SL_b;FT_AG_JN_b;FT_AG_SL;FT_AG_JN;FT_AG_b;FT_AG;LN_JNPREF_b;LN_JNPREF;FT_SL_IN_b;FT_JN_IN_b;FT_SL_IN;FT_JN_IN;JUDGE_ML;JUDGE_ID;Unnamed: 113
43362;2018;1;APA_2018_3010;http://labje.unizar.es/sentencias/APA_2018_3010.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;1;3;2;-1;-1;1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;4;1;0;
43621;2019;0;APA_2019_1490;http://labje.unizar.es/sentencias/APA_2019_1490.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;1;
43607;2019;0;APA_2019_1497;http://labje.unizar.es/sentencias/APA_2019_1497.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;1;0;1;0;1;0;3;0;0;0;0;2;0;0;1;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;1;1;2;1;1;0;0;0;0;0;0;1;1;2;1;-1;-1;1;1;4;3;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;8;6;1;1;
43600;2019;0;APA_2019_1500;http://labje.unizar.es/sentencias/APA_2019_1500.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;0;0;0;0;4;0;0;0;0;0;0;1;0;2;0;1;0;3;0;-1;-3;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;2;0;2;
43818;2019;0;APA_2019_15542;http://labje.unizar.es/sentencias/APA_2019_15542.pdf;Barcelona;Cataluña;1;0;0;1;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;1;3;
43628;2019;0;APA_2019_2288;http://labje.unizar.es/sentencias/APA_2019_2288.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;0;0;0;0;0;0;1;0;2;0;-1;-2;1;1;2;2;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;9;2;0;2;
43628;2019;0;APA_2019_2289;http://labje.unizar.es/sentencias/APA_2019_2289.pdf;Alicante;Comunidad Valenciana;1;0;0;0;2;0.0;0;0;0;0;0;1;0;1;0;1;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;1;1;1;1;0;2;0;-1;-2;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;2;2;3;3;1;1;
43649;2019;0;APA_2019_2387;http://labje.unizar.es/sentencias/APA_2019_2387.pdf;Alicante;Comunidad Valenciana;0;1;1;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;1;2;3;1;1;1;0;5;0;-1;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;8;3;1;0;
43635;2019;0;APA_2019_2390;http://labje.unizar.es/sentencias/APA_2019_2390.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;1;1;1;1;0;1;0;1;0;0;0;0;2;0;0;1;1;1;1;0;1;0;2;1;0;2;0;-1;-2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;1;1;2;1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;1;0;2;
43649;2019;0;APA_2019_2441;http://labje.unizar.es/sentencias/APA_2019_2441.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;1;1;0;1;0;0;2;0;0;0;0;1;0;3;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;5;1;1;
43649;2019;0;APA_2019_2442;http://labje.unizar.es/sentencias/APA_2019_2442.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;0;0;0;0;3;0;0;0;0;0;0;1;0;2;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;1;0;2;
43481;2019;1;APA_2019_2518;http://labje.unizar.es/sentencias/APA_2019_2518.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;1;1;2;4;1;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;9;0;4;
43754;2019;0;APA_2019_2643;http://labje.unizar.es/sentencias/APA_2019_2643.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;4;1;0;
43720;2019;0;APA_2019_2645;http://labje.unizar.es/sentencias/APA_2019_2645.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;1;0;-1;-1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;1;1;1;
43754;2019;0;APA_2019_2712;http://labje.unizar.es/sentencias/APA_2019_2712.pdf;Alicante;Comunidad Valenciana;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;1;0;1;1;1;1;1;1;4;1;3;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;5;1;10;1;0;
43796;2019;0;APA_2019_2996;http://labje.unizar.es/sentencias/APA_2019_2996.pdf;Alicante;Comunidad Valenciana;0;1;1;0;1;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;2;1;2;0;1;0;2;1;2;0;1;0;2;1;2;0;1;0;4;1;4;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;14;0;4;
43803;2019;0;APA_2019_3001;http://labje.unizar.es/sentencias/APA_2019_3001.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;2;0;4;
43803;2019;0;APA_2019_3064;http://labje.unizar.es/sentencias/APA_2019_3064.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;4;0;0;0;0;0;1;0;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;4;1;4;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;1;3;2;8;0;2;
43803;2019;0;APA_2019_3073;http://labje.unizar.es/sentencias/APA_2019_3073.pdf;Alicante;Comunidad Valenciana;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;1;1;
43810;2019;0;APA_2019_3083;http://labje.unizar.es/sentencias/APA_2019_3083.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;3.0;0;0;0;0;0;1;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;2;0;5;0;1;1;
43642;2019;0;APA_2019_3206;http://labje.unizar.es/sentencias/APA_2019_3206.pdf;Elche;Comunidad Valenciana;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;-1;-2;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;4;1;4;0;1;0;14;1;14;0;1;0;10;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;3;31;1;5;
43643;2019;0;APA_2019_3207;http://labje.unizar.es/sentencias/APA_2019_3207.pdf;Elche;Comunidad Valenciana;1;0;0;0;3;0.0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;3;0;0;0;0;0;1;0;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;1;0;4;1;4;0;0;0;0;0;0;0;1;0;7;1;7;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;4;1;14;1;6;
43748;2019;0;APA_2019_3419;http://labje.unizar.es/sentencias/APA_2019_3419.pdf;Alicante;Comunidad Valenciana;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;1;0;7;1;7;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;2;3;2;9;1;0;
43803;2019;0;APA_2019_3422;http://labje.unizar.es/sentencias/APA_2019_3422.pdf;Alicante;Comunidad Valenciana;1;0;0;0;2;0.0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;3;1;0;
43789;2019;0;APA_2019_3426;http://labje.unizar.es/sentencias/APA_2019_3426.pdf;Alicante;Comunidad Valenciana;1;0;0;0;2;0.0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;5;4;-1;-1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;3;5;6;1;1;
43726;2019;0;APA_2019_3436;http://labje.unizar.es/sentencias/APA_2019_3436.pdf;Alicante;Comunidad Valenciana;0;1;1;0;2;0.0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;1;
43727;2019;0;APA_2019_3443;http://labje.unizar.es/sentencias/APA_2019_3443.pdf;Elche;Comunidad Valenciana;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;6;1;5;
43748;2019;0;APA_2019_3448;http://labje.unizar.es/sentencias/APA_2019_3448.pdf;Elche;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;0;1;6;
43753;2019;0;APA_2019_3451;http://labje.unizar.es/sentencias/APA_2019_3451.pdf;Elche;Comunidad Valenciana;0;1;1;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;-1;-5;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;4;0;-1;-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;10;0;1;7;
43756;2019;0;APA_2019_3452;http://labje.unizar.es/sentencias/APA_2019_3452.pdf;Elche;Comunidad Valenciana;0;1;1;0;1;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;3;1;3;1;1;1;6;1;5;0;1;0;4;1;4;0;1;0;3;1;3;0;0;0;0;0;0;1;1;1;5;1;17;1;6;
43734;2019;0;APA_2019_3456;http://labje.unizar.es/sentencias/APA_2019_3456.pdf;Elche;Comunidad Valenciana;1;0;0;0;2;0.0;1;0;1;0;0;1;0;3;1;0;0;0;0;0;2;0;1;0;1;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;0;1;0;-1;-1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;2;5;1;8;
43761;2019;0;APA_2019_3459;http://labje.unizar.es/sentencias/APA_2019_3459.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;-1;-5;0;0;0;0;0;0;0;1;0;1;1;1;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;8;1;1;1;
43726;2019;0;APA_2019_3462;http://labje.unizar.es/sentencias/APA_2019_3462.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;1;
43748;2019;0;APA_2019_3504;http://labje.unizar.es/sentencias/APA_2019_3504.pdf;Alicante;Comunidad Valenciana;0;1;1;1;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;1;3;1;-1;-2;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;5;1;0;2;
43748;2019;0;APA_2019_3506;http://labje.unizar.es/sentencias/APA_2019_3506.pdf;Alicante;Comunidad Valenciana;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;1;0;
43733;2019;0;APA_2019_3508;http://labje.unizar.es/sentencias/APA_2019_3508.pdf;Alicante;Comunidad Valenciana;0;1;1;0;1;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;1;0;-1;-1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;2;1;2;1;0;2;
43726;2019;0;APA_2019_3515;http://labje.unizar.es/sentencias/APA_2019_3515.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;1;1;3;1;2;1;0;1;0;-1;-1;1;1;1;5;1;4;1;1;1;7;1;6;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;6;3;8;15;1;0;
43733;2019;0;APA_2019_3519;http://labje.unizar.es/sentencias/APA_2019_3519.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;1;2;1;-1;-1;1;0;2;0;-1;-2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;6;2;1;0;
43782;2019;0;APA_2019_3520;http://labje.unizar.es/sentencias/APA_2019_3520.pdf;Alicante;Comunidad Valenciana;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;
43775;2019;0;APA_2019_4020;http://labje.unizar.es/sentencias/APA_2019_4020.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;-1;-4;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;0;1;1;
43726;2019;0;APA_2019_4026;http://labje.unizar.es/sentencias/APA_2019_4026.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;3.0;0;1;0;1;0;1;0;1;0;0;0;0;3;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;1;0;-1;-1;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;3;0;3;0;1;1;
43775;2019;0;APA_2019_4033;http://labje.unizar.es/sentencias/APA_2019_4033.pdf;Alicante;Comunidad Valenciana;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;2;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;4;1;4;1;1;3;2;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;5;8;0;4;
43754;2019;0;APA_2019_4051;http://labje.unizar.es/sentencias/APA_2019_4051.pdf;Alicante;Comunidad Valenciana;1;0;0;0;2;0.0;1;0;1;0;1;0;1;0;0;1;0;0;0;2;0;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;4;1;4;1;1;3;1;-1;-2;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;5;3;9;0;4;
42793;2017;1;APAB_2017_112;http://labje.unizar.es/sentencias/APAB_2017_112.pdf;Albacete;Castilla - La Mancha;0;1;1;0;3;0.0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;6;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;2;1;2;0;1;0;3;1;3;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;10;1;9;
42797;2017;1;APAB_2017_120;http://labje.unizar.es/sentencias/APAB_2017_120.pdf;Albacete;Castilla - La Mancha;0;1;1;0;4;0.0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;1;1;3;2;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;7;1;10;
