DATE;YEAR;Train;ID;URL;HQ;AUT_COMM;PLAIN_ML;PLAIN_WO;DEFEN_ML;RQ_JOINT;PCI+;PCI-;RQ_FH_AT;RQ_FH_SP;PVF+;PVF-;RQ_MP_AT;RQ_MP_SP;PPA+;PPA-;CD_JOINT;CD_JO_CF;WIN_SL;WINWIN;DCI+;DCI=;DCI-;CD_FH_AT;CD_FH_SP;DVF+;DVF-;CD_MP_AT;CD_MP_SP;DPA+;DPA-;LP_BI_SL_b;LP_BI_JN_b;LP_BI_SL;LP_BI_JN;LP_BI_b;LP_BI;LP_PE_SL_b;LP_PE_JN_b;LP_PE_SL;LP_PE_JN;LP_PE_b;LP_PE;LP_RA_SL_b;LP_RA_JN_b;LP_RA_SL;LP_RA_JN;LP_RA_b;LP_RA;LP_RJ_SL_b;LP_RJ_JN_b;LP_RJ_SL;LP_RJ_JN;LP_RJ_b;LP_RJ;FT_RP_SL_b;FT_RP_JN_b;FT_RP_SL;FT_RP_JN;FT_RP_b;FT_RP;FT_CW_SL_b;FT_CW_JN_b;FT_CW_SL;FT_CW_JN;FT_CW_b;FT_CW;FT_CC_SL_b;FT_CC_JN_b;FT_CC_SL;FT_CC_JN;FT_CC_b;FT_CC;FT_CR_SL_b;FT_CR_JN_b;FT_CR_SL;FT_CR_JN;FT_CR_b;FT_CR;FT_RA_SL_b;FT_RA_JN_b;FT_RA_SL;FT_RA_JN;FT_RA_b;FT_RA;FT_RD_SL_b;FT_RD_JN_b;FT_RD_SL;FT_RD_JN;FT_RD_b;FT_RD;FT_PD_SL_b;FT_PD_JN_b;FT_PD_SL;FT_PD_JN;FT_PD_b;FT_PD;FT_AG_SL_b;FT_AG_JN_b;FT_AG_SL;FT_AG_JN;FT_AG_b;FT_AG;LN_JNPREF_b;LN_JNPREF;FT_SL_IN_b;FT_JN_IN_b;FT_SL_IN;FT_JN_IN;JUDGE_ML;JUDGE_ID;Unnamed: 113
43462;2018;1;APSG_2018_530;http://labje.unizar.es/sentencias/APSG_2018_530.pdf;Segovia;Castilla y León;1;0;0;0;1;0.0;0;0;0;0;1;0;1;0;0;1;0;0;0;3;0;0;0;0;0;0;1;0;1;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;3;0;-1;-3;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;2;1;4;1;1;250;
43164;2018;1;APSG_2018_69;http://labje.unizar.es/sentencias/APSG_2018_69.pdf;Segovia;Castilla y León;1;0;0;1;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;-1;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;1;248;
43522;2019;1;APSG_2019_161;http://labje.unizar.es/sentencias/APSG_2019_161.pdf;Segovia;Castilla y León;0;1;1;1;0;2.0;1;0;2;0;0;1;0;1;1;1;0;1;0;0;6;0;1;0;2;0;1;0;1;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;1;3;0;1;0;6;1;6;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;4;1;13;1;250;
43493;2019;1;APSG_2019_18;http://labje.unizar.es/sentencias/APSG_2019_18.pdf;Segovia;Castilla y León;1;0;0;1;0;4.0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;6;0;0;0;0;0;1;0;1;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;1;1;1;1;1;4;15;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;18;0;247;
43550;2019;1;APSG_2019_189;http://labje.unizar.es/sentencias/APSG_2019_189.pdf;Segovia;Castilla y León;1;0;0;1;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;6;0;-1;-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;-1;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;1;249;
43663;2019;0;APSG_2019_452;http://labje.unizar.es/sentencias/APSG_2019_452.pdf;Segovia;Castilla y León;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;4;0;-1;-4;0;0;0;0;0;0;1;0;5;0;-1;-5;1;0;4;0;-1;-4;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;5;1;16;1;1;249;
43738;2019;0;APSG_2019_591;http://labje.unizar.es/sentencias/APSG_2019_591.pdf;Segovia;Castilla y León;1;0;0;1;0;4.0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;3;0;-1;-3;1;0;5;0;-1;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;10;0;0;247;
43752;2019;0;APSG_2019_614;http://labje.unizar.es/sentencias/APSG_2019_614.pdf;Segovia;Castilla y León;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;5;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;247;
42208;2015;1;APSO_2015_118;http://labje.unizar.es/sentencias/APSO_2015_118.pdf;Soria;Castilla y León;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;1;0;4;0;-1;-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;4;0;-1;-4;1;0;4;0;-1;-4;1;0;2;0;-1;-2;1;1;11;1;-1;-10;1;0;1;0;-1;-1;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;6;2;24;2;0;252;
42292;2015;1;APSO_2015_168;http://labje.unizar.es/sentencias/APSO_2015_168.pdf;Soria;Castilla y León;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;5;0;252;
42489;2016;1;APSO_2016_113;http://labje.unizar.es/sentencias/APSO_2016_113.pdf;Soria;Castilla y León;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;6;0;-1;-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;0;0;0;0;0;0;1;0;5;0;-1;-5;0;0;0;0;0;0;1;1;7;2;-1;-5;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;3;2;15;3;1;253;
42663;2016;1;APSO_2016_195;http://labje.unizar.es/sentencias/APSO_2016_195.pdf;Soria;Castilla y León;1;0;0;1;0;2.0;0;0;0;0;0;1;0;4;0;0;0;0;2;0;0;0;0;0;0;0;1;0;3;1;0;1;0;-1;-1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;1;0;5;0;-1;-5;1;0;2;0;-1;-2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;10;1;1;254;
42705;2016;1;APSO_2016_221;http://labje.unizar.es/sentencias/APSO_2016_221.pdf;Soria;Castilla y León;0;1;1;0;4;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;5;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;1;12;0;1;0;9;1;9;1;1;1;3;1;2;0;0;0;0;0;0;0;0;1;4;1;27;0;255;
42900;2017;1;APSO_2017_128;http://labje.unizar.es/sentencias/APSO_2017_128.pdf;Soria;Castilla y León;0;1;1;0;2;0.0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;1;0;5;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;6;1;5;1;1;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;11;1;256;
42923;2017;1;APSO_2017_147;http://labje.unizar.es/sentencias/APSO_2017_147.pdf;Soria;Castilla y León;0;1;1;0;3;0.0;0;0;0;0;1;0;4;0;1;0;0;0;0;0;2;0;0;0;0;1;1;1;1;0;1;0;4;1;4;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;2;1;2;0;0;0;0;0;0;0;1;0;4;1;4;0;1;0;7;1;7;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;1;4;2;14;1;253;
43059;2017;1;APSO_2017_239;http://labje.unizar.es/sentencias/APSO_2017_239.pdf;Soria;Castilla y León;1;0;0;1;0;3.0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;1;0;6;0;-1;-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;-1;-1;0;1;0;1;1;1;1;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;6;1;256;
42752;2017;1;APSO_2017_32;http://labje.unizar.es/sentencias/APSO_2017_32.pdf;Soria;Castilla y León;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;0;1;253;
42831;2017;1;APSO_2017_69;http://labje.unizar.es/sentencias/APSO_2017_69.pdf;Soria;Castilla y León;1;0;0;0;1;0.0;1;0;1;0;0;1;0;1;0;1;0;0;0;1;0;1;0;2;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;2;1;1;1;1;3;5;1;2;1;0;2;0;-1;-2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;3;4;6;9;1;256;
42850;2017;1;APSO_2017_75;http://labje.unizar.es/sentencias/APSO_2017_75.pdf;Soria;Castilla y León;1;0;0;1;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;4;0;-1;-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;1;0;2;0;-1;-2;1;0;7;0;-1;-7;1;0;3;0;-1;-3;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;5;0;17;0;1;253;
43455;2018;1;APSO_2018_265;http://labje.unizar.es/sentencias/APSO_2018_265.pdf;Soria;Castilla y León;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;2;0;-1;-2;1;0;1;0;-1;-1;1;1;1;3;1;2;1;0;2;0;-1;-2;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;6;1;8;3;1;256;
43228;2018;1;APSO_2018_93;http://labje.unizar.es/sentencias/APSO_2018_93.pdf;Soria;Castilla y León;0;1;1;1;0;2.0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;252;
43756;2019;0;APSO_2019_272;http://labje.unizar.es/sentencias/APSO_2019_272.pdf;Soria;Castilla y León;1;0;0;1;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;-1;-6;1;0;6;0;-1;-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;15;0;0;252;
43780;2019;0;APSO_2019_281;http://labje.unizar.es/sentencias/APSO_2019_281.pdf;Soria;Castilla y León;1;0;0;1;0;3.0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;-1;-1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;256;
43416;2018;1;APSS_2018_1351;http://labje.unizar.es/sentencias/APSS_2018_1351.pdf;San Sebastián;País Vasco;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;-1;-6;1;1;2;7;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;10;7;1;257;
43500;2019;1;APSS_2019_222;http://labje.unizar.es/sentencias/APSS_2019_222.pdf;San Sebastián;País Vasco;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;2;1;1;1;1;2;7;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;10;1;258;
43500;2019;1;APSS_2019_223;http://labje.unizar.es/sentencias/APSS_2019_223.pdf;San Sebastián;País Vasco;0;1;1;0;2;0.0;0;0;0;0;1;0;1;0;0;1;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;2;0;-1;-2;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;4;1;6;1;1;258;
43511;2019;1;APSS_2019_225;http://labje.unizar.es/sentencias/APSS_2019_225.pdf;San Sebastián;País Vasco;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;-1;-4;1;1;3;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;8;4;1;259;
43514;2019;1;APSS_2019_234;http://labje.unizar.es/sentencias/APSS_2019_234.pdf;San Sebastián;País Vasco;0;1;1;0;2;0.0;1;0;1;0;0;0;0;0;0;1;1;1;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;1;258;
43504;2019;1;APSS_2019_236;http://labje.unizar.es/sentencias/APSS_2019_236.pdf;San Sebastián;País Vasco;0;1;1;0;4;0.0;1;0;2;0;1;0;3;0;1;0;0;0;0;0;2;1;1;1;1;0;1;0;2;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;5;1;5;1;1;1;11;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;17;0;260;
43560;2019;1;APSS_2019_500;http://labje.unizar.es/sentencias/APSS_2019_500.pdf;San Sebastián;País Vasco;0;1;1;0;2;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;1;1;1;2;1;1;1;0;4;0;-1;-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;4;1;258;
43608;2019;0;APSS_2019_641;http://labje.unizar.es/sentencias/APSS_2019_641.pdf;San Sebastián;País Vasco;1;0;0;0;2;0.0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;5;0;0;0;0;1;0;1;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;1;1;1;0;1;0;7;1;7;0;1;0;9;1;9;1;1;3;10;1;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;3;29;0;260;
43608;2019;0;APSS_2019_643;http://labje.unizar.es/sentencias/APSS_2019_643.pdf;San Sebastián;País Vasco;1;0;0;1;0;3.0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;6;0;-1;-6;0;0;0;0;0;0;1;1;2;1;-1;-1;1;1;4;1;-1;-3;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;5;2;16;2;0;260;
43634;2019;0;APSS_2019_774;http://labje.unizar.es/sentencias/APSS_2019_774.pdf;San Sebastián;País Vasco;1;0;0;1;0;5.0;0;1;0;1;1;0;2;0;1;1;0;1;0;0;4;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;1;0;2;1;2;0;1;0;1;1;1;1;1;2;12;1;10;1;1;8;14;1;6;0;1;0;4;1;4;0;0;0;0;0;0;0;0;3;5;12;33;0;261;
43626;2019;0;APSS_2019_775;http://labje.unizar.es/sentencias/APSS_2019_775.pdf;San Sebastián;País Vasco;1;0;0;1;0;5.0;0;0;0;0;0;1;0;5;0;0;0;0;7;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;1;0;-1;-1;1;0;3;0;-1;-3;1;0;7;0;-1;-7;1;0;8;0;-1;-8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;20;0;0;261;
43630;2019;0;APSS_2019_788;http://labje.unizar.es/sentencias/APSS_2019_788.pdf;San Sebastián;País Vasco;0;1;1;0;1;0.0;0;0;0;0;1;0;3;0;0;1;1;1;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;0;0;0;0;0;0;1;0;7;0;-1;-7;1;1;19;3;-1;-16;1;0;1;0;-1;-1;1;0;1;0;-1;-1;0;0;5;1;31;3;0;260;
43476;2019;1;APSS_2019_81;http://labje.unizar.es/sentencias/APSS_2019_81.pdf;San Sebastián;País Vasco;1;0;0;1;0;3.0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;3;1;3;0;1;0;17;1;17;0;1;0;8;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;30;1;257;
43651;2019;0;APSS_2019_877;http://labje.unizar.es/sentencias/APSS_2019_877.pdf;San Sebastián;País Vasco;1;0;0;1;0;1.0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;1;259;
43650;2019;0;APSS_2019_878;http://labje.unizar.es/sentencias/APSS_2019_878.pdf;San Sebastián;País Vasco;0;1;1;0;3;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;1;0;2;1;2;1;1;1;6;1;5;0;1;0;5;1;5;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;2;4;2;15;0;262;
43658;2019;0;APSS_2019_898;http://labje.unizar.es/sentencias/APSS_2019_898.pdf;San Sebastián;País Vasco;0;1;1;1;0;3.0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;-1;-1;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;1;1;259;
43738;2019;0;APSS_2019_976;http://labje.unizar.es/sentencias/APSS_2019_976.pdf;San Sebastián;País Vasco;1;0;0;1;0;8.0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;5;0;0;0;0;0;1;0;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;-3;0;0;0;0;0;0;0;1;0;1;1;1;1;1;3;5;1;2;0;1;0;14;1;14;0;1;0;14;1;14;0;1;0;1;1;1;0;0;0;0;0;0;1;1;2;5;6;35;0;261;
43717;2019;0;APSS_2019_985;http://labje.unizar.es/sentencias/APSS_2019_985.pdf;San Sebastián;País Vasco;1;0;0;1;0;1.0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;4;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;9;2;-1;-7;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;12;2;1;259;
43644;2019;0;APT_2019_1122;http://labje.unizar.es/sentencias/APT_2019_1122.pdf;Tarragona;Cataluña;1;0;0;1;0;2.0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;2;0;-1;-2;0;0;0;0;0;0;1;0;3;0;-1;-3;0;0;0;0;0;0;0;0;3;0;7;0;0;263;
43712;2019;0;APT_2019_1230;http://labje.unizar.es/sentencias/APT_2019_1230.pdf;Tarragona;Cataluña;0;1;1;0;2;0.0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;1;1;2;2;0;0;0;1;0;4;1;4;1;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;8;1;264;
43733;2019;0;APT_2019_1234;http://labje.unizar.es/sentencias/APT_2019_1234.pdf;Tarragona;Cataluña;1;0;0;0;3;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;0;1;0;1;1;1;0;1;0;2;1;2;0;1;0;2;1;2;1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;7;1;264;
43734;2019;0;APT_2019_1264;http://labje.unizar.es/sentencias/APT_2019_1264.pdf;Tarragona;Cataluña;0;1;1;0;1;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;9;2;-1;-7;1;0;6;0;-1;-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;16;5;0;265;
